,0,y
0,62.0,602499.2561047759
1,133.0,885003294646.2218
2,215.0,1.1732063114974702e+19
3,123.0,119772171538.20947
4,57.0,221641.1882703861
5,290.0,3.835231813779157e+25
6,195.0,2.1488023143371453e+17
7,260.0,9.50658920642515e+22
8,8.0,2.9550435899366487
9,80.0,22050741.366217747
10,151.0,32389558061222.242
11,20.0,126.14866237714979
12,298.0,1.8996027528719876e+26
13,71.0,3644955.23966779
14,112.0,13271134882.04746
15,64.0,898827.8621605878
16,32.0,1484.1336512381238
17,70.0,2984235.2560094185
18,90.0,162934224.62515113
19,190.0,7.905001945862509e+16
20,84.0,49074838.85556436
21,109.0,7283353243.228741
22,2.0,-5.633891752980621
23,110.0,8895907742.001375
24,160.0,195945407798575.56
25,49.0,44741.1331955739
26,179.0,8758991824619640.0
27,88.0,109218073.87367584
28,190.0,7.905001945862509e+16
29,8.0,2.9550435899366487
30,266.0,3.1562987701756844e+23
31,5.0,-2.5904566779835023
32,38.0,4949.1574740183505
33,233.0,4.293727963898718e+20
34,14.0,31.47131317024631
35,213.0,7.864237087322879e+18
36,291.0,4.684362715533506e+25
37,262.0,1.4182164568475045e+23
38,213.0,7.864237087322879e+18
39,288.0,2.570832765969797e+25
40,129.0,397657613618.5738
41,262.0,1.4182164568475045e+23
42,107.0,4882177678.217083
43,279.0,4.2495579801843473e+24
44,45.0,20098.34605965165
45,282.0,7.743199489043429e+24
46,250.0,1.286576942865673e+22
47,254.0,2.8633296440022817e+22
48,37.0,4050.3351264803396
49,179.0,8758991824619640.0
50,5.0,-2.5904566779835023
51,216.0,1.4329574247539335e+19
52,2.0,-5.633891752980621
53,25.0,358.94920793939457
54,68.0,2000389.6363525894
55,263.0,1.7322134920616782e+23
56,109.0,7283353243.228741
57,162.0,292316198743309.6
58,170.0,1447851610551578.0
59,68.0,2000389.6363525894
60,172.0,2159940791140535.8
61,198.0,3.915373095276354e+17
62,89.0,133399258.7372278
63,126.0,218239125531.044
64,136.0,1612581141590.099
65,280.0,5.1904218379587e+24
66,176.0,4807036633803695.0
67,284.0,1.1551496236518234e+25
68,167.0,794597811208177.5
69,150.0,26518327263325.742
70,1.0,-6.304939761904311
71,144.0,7987166681300.739
72,278.0,3.479243805364868e+24
73,60.0,403864.2512517672
74,16.0,51.541275244502415
75,122.0,98061160199.57121
76,112.0,13271134882.04746
77,257.0,5.2173267760520284e+22
78,8.0,2.9550435899366487
79,276.0,2.3322068677813948e+24
80,204.0,1.2999496472454436e+18
81,271.0,8.579709592156194e+23
82,182.0,1.5959923676106132e+16
83,244.0,3.875095283708383e+21
84,101.0,1470483651.682006
85,105.0,3272621562.938802
86,117.0,36074684808.94017
87,226.0,1.0588202798886011e+20
88,111.0,10865486254.4859
89,73.0,5437638.839926356
90,281.0,6.339595548897552e+24
91,272.0,1.047928096007287e+24
92,105.0,3272621562.938802
93,190.0,7.905001945862509e+16
94,82.0,32895845.163016703
95,62.0,602499.2561047759
96,101.0,1470483651.682006
97,98.0,807018534.5169002
98,265.0,2.5841588690450385e+23
99,247.0,7.060883969749648e+21
