,0,y
0,-5.743370028617019,1.3380660515106335
1,-2.1539185783214503,-5.122946559021389
2,7.030961027743505,3.6557298499383095
3,-7.447755515639585,4.405959928151253
4,7.87730735747278,5.179153243451005
5,-0.06984055249773746,-8.874287005504073
6,-1.4780868925485109,-6.339443593412681
7,-3.887072238137632,-2.003269971352262
8,8.336975705455522,6.00655626981994
9,0.35246921522578134,-8.365555412593594
10,6.080527366669553,1.9449492600051965
11,7.153035745620649,3.875464342117167
12,8.447647091830738,6.20576476529533
13,-3.9323853193384757,-1.9217064251907439
14,-3.2037829191131078,-3.233190745596406
15,1.9014775269522985,-5.577340451485862
16,-1.1735172908105778,-6.8876688765409595
17,8.65685065239484,6.582331174310713
18,-2.048718967330272,-5.3123058588055105
19,-0.44443903249579364,-8.200009741507571
20,2.3437217710653595,-4.781300812082352
21,-1.9052102805250488,-5.570621495054913
22,9.84956871850213,8.729223693303835
23,-8.022974308820272,5.44135375587649
24,-5.587933643855953,1.0582805589407163
25,-3.546897377526996,-2.6155847204514076
26,-7.045543127207596,3.6819776289736734
27,-4.3156153093688925,-1.2318924431359934
28,5.5849058571896055,1.0528305429412907
29,0.45784001770435623,-8.175887968132159
30,-9.320927277435601,7.777669099384082
31,9.652451703743775,8.374413066738795
32,2.3201295513329363,-4.823766807600715
33,-8.821210427939581,6.878178770291246
34,3.2233754359396105,-3.197924215308701
35,-2.4326125860953223,-4.621297345028419
36,-7.286534057498555,4.115761303497399
37,1.2732918579838568,-6.708074655629058
38,4.541599010066605,-0.8251217818801113
39,3.4225320894024343,-2.8394422390756184
40,-5.049736929992871,0.08952647398716929
41,0.4973244290581551,-8.104816027695321
42,0.7532688814173856,-7.6441160134487065
43,4.336067282640737,-1.1950788912466723
44,-2.80265302117866,-3.955224561878412
45,5.9546519038187835,1.7183734268738111
46,2.558436977911999,-4.394813439758402
47,-9.233367859629226,7.6200621473326065
48,0.9295804333816982,-7.326755219912943
49,7.238241908635398,4.0288354355437175
50,1.3514832511056252,-6.567330148009875
51,-6.4834346908860985,2.6701824435949773
52,0.20752740695168015,-8.626450667486976
53,5.138916730586022,0.2500501150548391
54,-7.79789607109199,5.036212927965582
55,6.341981574804766,2.415566834648579
56,-6.650367176738778,2.970660918129801
57,0.6815298443212896,-7.773246280221678
58,-2.28513035126565,-4.8867653677218295
59,-5.027524649772886,0.04954436959119368
60,2.948650260174645,-3.692429531685639
61,-9.252157824551212,7.653884084192181
62,5.200916134872902,0.3616490427712229
63,0.5388127746874183,-8.030137005562647
64,7.5154242108770575,4.5277635795787035
65,0.4143663984269974,-8.254140482831405
66,-9.299336629319036,7.738805932774265
67,-7.12798062235716,3.8303651202428872
68,5.912091772816545,1.6417651910697821
69,-0.160479022841038,-8.711137758886132
70,-1.1624145706828273,-6.907653772770911
71,-3.6313043724501304,-2.4636521295897653
72,-4.309016034657391,-1.2437711376166956
73,9.31772624979508,7.771907249631143
74,-1.3406133843314478,-6.586895908203394
75,7.6800606535003375,4.824109176300608
76,2.963262464115486,-3.6661275645921254
77,7.168552925473197,3.903395265851755
78,7.048990895479751,3.6881836118635514
79,9.12624055579403,7.427233000429255
80,3.95884472406188,-1.8740794966886167
81,6.107938707887325,1.9942896741971847
82,4.66255790805163,-0.6073957655070661
83,2.104536718915611,-5.2118339059519
84,4.347082677834635,-1.175251179897657
85,4.315008228496657,-1.2329851887060177
86,-9.181844139274046,7.527319450693284
87,0.32221671063005,-8.42000992086591
88,5.853027214529492,1.5354489861530847
89,-5.14075626979992,0.2533612856398557
90,-0.6970402705197305,-7.745327513064486
91,-1.3002857807920982,-6.659485594574224
92,-1.9442566143151208,-5.500338094232783
93,-7.56320944465177,4.613777000373187
94,0.514230825402958,-8.074384514274675
95,-1.0750326945933697,-7.0649411497319345
96,3.2678551455528133,-3.117860738004936
97,0.9882611756490327,-7.221129883831741
98,-9.449141406956937,8.008454532522487
99,-9.361640247884973,7.8509524461929505
