,noise_level,function,p,integer,"(lb,ub)",n,poly_loss,krr_loss,knn_loss,nn_loss,xg_loss,rf_loss,gp_loss,gpt3_loss,gptj_loss
0,0.1,linear,1,False,"(-10, 10)",250,0.01099127258902157,0.05015925386256609,0.03571693044202644,0.029351298055860762,0.05214936281647576,0.04382749800874979,0.00798134701240663,0.06619758552969138,0.07494380054198226
1,0.1,linear,2,False,"(-10, 10)",250,0.029568342586136834,0.09095450867397069,0.11992531242054551,0.04884573652057085,0.1199477696795575,0.12286490420268383,0.006925931011516607,0.17848165379609582,0.13687545002904322
2,0.1,quadratic,1,False,"(-10, 10)",250,0.008799444146293375,0.05165449067656221,0.04858788257675857,0.01952923919614807,0.05997883636692201,0.058203513632616194,0.010755209006095754,0.13494698364097563,0.11030825784276485
3,0.1,quadratic,2,False,"(-10, 10)",250,0.02599133264821775,0.1585355099657275,0.16858941756039683,0.04812881106783064,0.16239057950595506,0.24720384737433468,0.023686442080613657,0.205996330368093,0.2338595099545971
4,0.1,exponential,1,False,"(-10, 10)",250,0.03751601823680209,0.056453632295312195,0.054435369680112256,0.015601224423220136,0.04005496258993649,0.032240029955216166,0.010338895189143668,0.09339269001975041,0.10151023687312696
5,0.1,exponential,2,False,"(-10, 10)",250,0.040744569615956974,0.15515111202115903,0.13195799533508729,0.05424717303439482,0.09927417567479431,0.11049058321061844,0.04080359947733386,0.18888395132942537,0.17674380035230428
6,0.1,cosine,1,False,"(-10, 10)",250,1.0475494263971017,0.11942439990454769,0.17015910938481796,0.43215371802493907,0.15341754364561067,0.3716907384346363,0.03638269203802387,0.44186591932366365,0.41117726176839303
7,0.1,cosine,2,False,"(-10, 10)",250,1.0580224506808626,0.7673572198556722,0.8898124267337851,1.1096649299249446,0.43757641242718964,0.8035116153924277,0.3064397997352411,0.6195898521834053,1.012857428215355
8,0.1,l1norm,1,False,"(-10, 10)",250,0.22424801201930863,0.054932852767038604,0.04435020302711734,0.047602714680156324,0.056988076797462796,0.058532511153135694,0.03396862140516124,0.08182289873101191,0.10210916246332194
9,0.1,l1norm,2,False,"(-10, 10)",250,0.23969448285630493,0.17426248049521506,0.1847064702207522,0.05866002151895095,0.13974811822555752,0.2924995747462402,0.07278427506708912,0.18573040573742824,0.2417190123767749
10,0.1,piecewise,1,False,"(-10, 10)",250,0.44630655134270997,0.1651352562146495,0.07581168951575898,0.09618257837626609,0.06369303654575412,0.0704094492651786,0.10647254438854127,0.14182711032569006,0.16076587990306376
11,0.1,piecewise,2,False,"(-10, 10)",250,0.38966308018982365,0.35218642908501957,0.33176339294999474,0.1991852733079319,0.17916471733712167,0.3768437785354129,0.3198122845020884,0.44382590013827516,0.3510531012236985
12,0.1,exponential,1,True,"(-150, 150)",250,2.563346696021088,0.41191259169842775,0.34002841819133317,0.5647853561190115,0.31891662414602584,0.19924967550238487,0.904522040731059,1.2731074764341324,1.5084616928810208
13,0.1,exponential,1,True,"(0, 300)",250,2.6989144692917937,0.4181808490975678,0.3129783380923637,0.5689957053727681,0.28621048765304236,0.13347427586300825,0.9030514434979912,1.506874064267169,0.8557593777430919
14,0.1,exponential,1,False,"(0, 10)",250,0.012068426601163418,0.04816337821598374,0.04423849118397398,0.021703791743020954,0.04291373757205423,0.04139395843060935,0.009737556923545792,0.10514229978486432,0.12412970505410521
15,0.1,cosine,1,True,"(-150, 150)",250,1.0542799959800695,0.7946344539630353,1.126472094214032,1.0281588421477466,1.0201452961369466,1.0404521246633247,0.5702235097895192,0.05238095238095559,0.26150245044254594
16,0.1,cosine,1,True,"(0, 300)",250,1.0491098598890056,0.7983001891097374,1.1312724014336932,1.002088597447896,1.0294215430928464,1.038430284108454,0.5655678846545915,0.04586288416076155,0.2871040889474092
17,0.1,cosine,1,False,"(0, 10)",250,0.9057523667357663,0.06858714180270294,0.06767563680485239,0.17159169120859163,0.08568710540871782,0.0915726094498078,0.02371736222638934,0.2579427948729349,0.4544375226392968
