,noise_level,function,p,integer,"(lb,ub)",n,poly_loss,krr_loss,knn_loss,nn_loss,xg_loss,rf_loss,gp_loss,gpt3_loss,gptj_loss
0,0.1,linear,1,False,"(-10, 10)",250,0.011014766679981216,0.04744249940799928,0.05381565111586657,0.03917996327017956,0.05065507336896094,0.0499942216969802,0.007597271994313607,0.06910045552012413,0.07914564411045676
1,0.1,linear,2,False,"(-10, 10)",250,0.027695339693386327,0.0846813741623049,0.11334577835586858,0.039059979366412215,0.1335562553891076,0.13549740686671188,0.010997011306474402,0.19543712549735692,0.10738786586398626
2,0.1,quadratic,1,False,"(-10, 10)",250,0.007830353306838888,0.054596931450844335,0.05418249475011601,0.01958953137359238,0.05437028879028056,0.053509642937000286,0.009925819721545881,0.13041187299704884,0.10792254061407495
3,0.1,quadratic,2,False,"(-10, 10)",250,0.02570731476725219,0.1664285425322789,0.16760355882472225,0.06283602401953958,0.14650499186364274,0.24437078517722505,0.024095770139327514,0.20865065611216418,0.3952523004429498
4,0.1,exponential,1,False,"(-10, 10)",250,0.03729916568725013,0.052768658217653794,0.03940746942340217,0.020680030028068955,0.05424049927712392,0.04337470317152135,0.012610503158257487,0.08969565153534446,0.1285553325254178
5,0.1,exponential,2,False,"(-10, 10)",250,0.03955000323864437,0.14530571000460113,0.13483903545561043,0.08305056044071057,0.08533513338211327,0.09637684941135526,0.03877970936262461,0.2153652075877372,0.2174611862103835
6,0.1,cosine,1,False,"(-10, 10)",250,1.0547220600059808,0.12127752927178917,0.12494514557640746,0.4081215379126203,0.13858526715134104,0.344029355058965,0.03170790971367293,0.33576699387768527,0.44555855473007294
7,0.1,cosine,2,False,"(-10, 10)",250,1.0458019091749955,0.7255972708956652,0.8400670452336966,1.040256361802548,0.38172004604744864,0.7718919125986844,0.318187019782767,0.5933112485277378,0.7310804884224271
8,0.1,l1norm,1,False,"(-10, 10)",250,0.2292481220076066,0.0720765433001734,0.04764359775338566,0.020321872795827887,0.06131891402506357,0.061779660312770664,0.024989248322542422,0.07949074191305325,0.09517696367262173
9,0.1,l1norm,2,False,"(-10, 10)",250,0.24338281351395,0.16754240827272585,0.17092798323462707,0.05157325337676248,0.161003589440445,0.27615867900736635,0.06445558280213015,0.18689160671777452,0.2879777530565935
10,0.1,piecewise,1,False,"(-10, 10)",250,0.4585710448167075,0.16473836183905274,0.07972770164757814,0.09417280959142667,0.060486751927145775,0.0626927218128438,0.10435916412663707,0.13746618120280898,0.13602054892353158
11,0.1,piecewise,2,False,"(-10, 10)",250,0.3843074358921698,0.34042428806886815,0.31536999084438255,0.19398618986130545,0.1621915967810188,0.35931775042118735,0.27481428918849193,0.30534025177528157,0.47616477624831544
12,0.1,exponential,1,True,"(-150, 150)",250,2.469066159764474,0.5478181496489403,0.3022484356251131,0.5725085329766298,0.3076210462681612,0.30493707651862195,0.9215370833222858,1.0982554957172854,1.4139387058062358
13,0.1,exponential,1,True,"(0, 300)",250,2.7280536282076584,0.4390194340289835,0.41019754406085757,0.5689957053727689,0.27189410616040194,0.20003761922647256,0.9445391541196224,2.9244646661110667,0.6157879166455977
14,0.1,exponential,1,False,"(0, 10)",250,0.009416878859534045,0.051425068561948756,0.028698339522353136,0.1621122235431631,0.04732422475095432,0.04791490227450079,0.011902010136556859,0.09132992144026722,0.12358951675371423
15,0.1,cosine,1,True,"(-150, 150)",250,1.055517490922246,0.7958121102764191,1.0213225074976255,1.0418379718748096,0.833837852242955,1.0356160186218837,0.5872835086391329,0.07108843537415284,0.3657376929266362
16,0.1,cosine,1,True,"(0, 300)",250,1.06912424418237,0.7997296600981876,1.173560822178334,0.9962245175068855,0.8503424366805762,1.0728699083693751,0.5847403049567108,0.08506944444444872,0.10476190476191018
17,0.1,cosine,1,False,"(0, 10)",250,0.9023665531899021,0.07216253453509658,0.08003096019662012,0.11408857110130231,0.10471708190730418,0.10497450900632524,0.021725314169325514,0.3681260995850942,0.5293922373090038
