,dataset,pc_train,context,poly_loss,krr_loss,knn_loss,nn_loss,xg_loss,rf_loss,gp_loss,num_valids,loss,loss_woo,num_o
0,insurance,40,rd,0.4567184784014413,1.3884954514203445,1.000884597752685,0.4058418598420748,0.26005062067208506,0.23675045316612095,1.2499327249143077,201,1.10075722675547,1.10075722675547,0
1,insurance,20,rd,1.5800568902801928,1.3918664883082537,0.9846944511071913,0.513543217468424,0.29659840250951497,0.26172236194187243,1.3187539586201469,201,1.091763168113244,1.091763168113244,0
2,insurance,40,fn,0.4567184784014413,1.3884954514203445,1.000884597752685,0.4058418598420748,0.26007331776321985,0.23675045316612095,1.2499327249143077,201,1.1381224515647081,1.1381224515647081,0
3,insurance,80,rd,0.33408117733276355,1.3884954514203445,1.000884597752685,0.357074628308762,0.2500572679262358,0.23550056881895554,1.2265317005240566,201,1.1765332264230308,1.1765332264230308,0
4,insurance,full,rd,0.32143189890968,1.3884954514203445,1.000884597752685,0.3561872124336339,0.24658625589809832,0.24602725068734793,1.2203895535330196,201,1.1740306104290232,1.1740306104290232,0
5,insurance,full,fn,0.32143189890968,1.3884954514203445,1.000884597752685,0.3561872124336339,0.24655123719833738,0.24602725068734793,1.2203895535330196,201,1.1792988918996352,1.1792988918996352,0
6,insurance,60,rd,0.42306973821643806,1.3884954514203445,1.000884597752685,0.36738154424304287,0.25500017487702925,0.24303152282445148,1.2509917304695741,201,1.1860338821734189,1.1295376970161917,1
7,insurance,20,fn,1.5800568902801928,1.3918664883082537,0.9846944511071913,0.513543217468424,0.2969898024417953,0.26172236194187243,1.3187539586201469,201,1.040750987106448,1.040750987106448,0
8,insurance,80,fn,0.33408117733276355,1.3884954514203445,1.000884597752685,0.357074628308762,0.2502429418442215,0.23550056881895554,1.2265317005240566,201,1.155200713681582,1.155200713681582,0
9,insurance,60,fn,0.42306973821643806,1.3884954514203445,1.000884597752685,0.36738154424304287,0.2549405719329032,0.24303152282445148,1.2509917304695741,201,1.1632419224762718,1.1632419224762718,0
