,0,1,y
0,2.7244561559987908,-9.87740669112373,-7.024186016865848
1,1.02281375545655,-6.503008851877796,-7.4755173538308295
2,6.001277034833652,-1.7525514754730125,-4.341479481800415
3,-1.2160091969189395,-3.9218131900953157,-7.7966619077870565
4,-5.408892203153366,-6.800910597105272,-8.596838598046046
5,-1.8464857351097876,0.7516522528808309,-7.036192837840843
6,8.018790800231738,-1.9610748010221748,-2.329060814037872
7,-3.564934560942376,6.363496003129942,-4.297605216431217
8,3.923837136292496,-7.704315922896465,-6.350490248975117
9,4.146652120517755,9.024041812217845,1.0499147633474601
