,0,1,y
0,-6.246121139858685,1.4663778010929391,-2.150884502444586
1,-4.070734053005502,-0.872352505459892,-2.2243889513094275
2,-7.220523225710118,-7.470286230935546,-6.610864255490549
3,-7.869421302900273,-8.568797751323354,-7.397198574400632
4,1.074274374015305,5.1201098297515735,2.7874728916950953
5,5.847337443977123,9.156896162787987,6.7519051230443
6,-6.632152796182488,-7.287620922223179,-6.26389817328255
7,-0.6009044137962221,7.220150513443002,2.978660744841051
8,5.341385478526204,1.163562164376648,2.9272264393062835
9,-6.864334687845264,-2.174748617885558,-4.06758748757887
