,Unnamed: 0,noise_level,function,p,integer,"(lb,ub)",n,poly_loss,krr_loss,knn_loss,nn_loss,xg_loss,rf_loss,gp_loss,gpt3_loss,gptj_loss
0,15,0.1,cosine,1,False,"(-10, 10)",250,1.052236838091461,0.1211951460020449,0.13588667688409484,0.37942345192180577,0.14789868538216952,0.35400140820945064,0.0351889135948703,0.4359488841831831,0.38491001911092665
1,1,0.1,cosine,1,False,"(0, 10)",250,0.9063297028083944,0.0718577368216828,0.07378461432354433,0.12774066388770566,0.09635898597177493,0.10292356156387723,0.020787486681508868,0.4028811254937505,0.6912730578109217
2,0,0.1,cosine,1,True,"(-150, 150)",250,1.053747088592185,0.7914102074048519,1.0974416648379803,1.0314029001625884,0.9633702559352023,1.048871093650353,0.5806481477732676,0.0636077798817149,0.647355716480144
3,5,0.1,cosine,1,True,"(0, 300)",250,1.0482082246502058,0.8001761961328758,1.0788499987808755,1.0490128101021492,0.912770202759562,1.044227699417319,0.57484113690595,0.0713704469836307,0.5115987613683499
4,12,0.1,cosine,2,False,"(-10, 10)",250,1.043904512698333,0.7390880796173512,0.8316628606069312,1.0620275270778934,0.41316267702657566,0.7961367658550996,0.3085534867077224,0.6535591057821427,0.8222743617993135
5,14,0.1,exponential,1,False,"(-10, 10)",250,0.037950860648093165,0.06765951094664946,0.052241942256796826,0.0195226709197899,0.0482536606486357,0.03855136408864356,0.0133832081253165,0.09337817795666747,0.10886300045305669
6,10,0.1,exponential,1,False,"(0, 10)",250,0.011673339634305932,0.04984804551919287,0.03721684425831443,0.0790810682025329,0.046029685523119264,0.042745457692240835,0.012217053552488533,0.1014295119919537,0.16015274949004124
7,2,0.1,exponential,1,True,"(-150, 150)",250,2.593782445651024,0.4573014943874327,0.3266112449654026,0.5678140920563741,0.3215543910291876,0.24027018810972003,0.9211314590375772,1.1504733411949581,1.4298214325777137
8,13,0.1,exponential,1,True,"(0, 300)",250,2.6875808845040545,0.41851891078474096,0.3506639770115481,0.5689957053727687,0.2817442201050289,0.18142490668752612,0.9423690588032348,2.05405717230294,0.6801813169792054
9,4,0.1,exponential,2,False,"(-10, 10)",250,0.04012636754281067,0.15066562589673702,0.1325687178351167,0.06832982495217788,0.09407698979716417,0.10530257953388994,0.0396321380664608,0.19876656178584137,0.19417938786894148
10,7,0.1,l1norm,1,False,"(-10, 10)",250,0.22908693292595728,0.05949280676883544,0.04534357520480397,0.027987751695532134,0.05985163965392613,0.06051524195877153,0.028801231660382,0.08915393240385623,0.0996762744254802
11,16,0.1,l1norm,2,False,"(-10, 10)",250,0.24162859929412447,0.16677316765176778,0.18610027494958184,0.05574576073483676,0.1530300277779059,0.28515127384588873,0.07117629210084363,0.1951952975952845,0.24493480218215558
12,6,0.1,linear,1,False,"(-10, 10)",250,0.010166092278643601,0.04708952350118343,0.041475134329467,0.034594027351321235,0.04975529033425066,0.0448255810737758,0.008116340693418567,0.06370517704556387,0.0810545737811222
13,11,0.1,linear,2,False,"(-10, 10)",250,0.027423279707236833,0.08729272890759461,0.1151727115900405,0.0436291976207334,0.12018490875622419,0.12284799223706394,0.008348547904534633,0.18888745213681377,0.12053350551725767
14,3,0.1,piecewise,1,False,"(-10, 10)",250,0.4507239711838474,0.16605982462067623,0.0782231185174002,0.08480792930272303,0.06185342214678167,0.06729023746261593,0.1023842031525745,0.16667106275951218,0.14645925080148894
15,17,0.1,piecewise,2,False,"(-10, 10)",250,0.387640915233765,0.34420349802759986,0.32536437597612555,0.20348860985515502,0.1870410247487151,0.3817795455950666,0.2919669923794138,0.4048033361747571,0.4006653063851517
16,8,0.1,quadratic,1,False,"(-10, 10)",250,0.008155259493670101,0.0530027135623336,0.04857178643083937,0.03479623796072903,0.0570392568551493,0.05422904479246507,0.011148480009655133,0.1316482907322383,0.11114658641470522
17,9,0.1,quadratic,2,False,"(-10, 10)",250,0.0269354414806019,0.16256184466265722,0.16986884541145644,0.057863596752256406,0.14914032895168883,0.24634027704753717,0.02451587248138833,0.21661167959625638,0.28290783515527623
